action;sentence
ingesteld; $ Lid1 :  $  Dit artikel is van toepassing indien ten behoeve van de beslissing op het bezwaar een adviescommissie is ingesteld:  $ Onderdeela :  $  die bestaat uit een voorzitter en ten minste twee leden,  $ Onderdeelb :  $  waarvan de voorzitter geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan en  $ Onderdeelc :  $  die voldoet aan eventueel bij wettelijk voorschrift gestelde andere eisen.  $ Lid2 :  $  Indien een commissie over het bezwaar zal adviseren, deelt het bestuursorgaan dit zo spoedig mogelijk mede aan de indiener van het bezwaarschrift.  $ Lid3 :  $  Het horen geschiedt door de commissie. De commissie kan het horen opdragen aan de voorzitter of een lid dat geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan.  $ Lid4 :  $  De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .artikel 7:4, zesde lid De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .  $ Lid5 :  $  Een vertegenwoordiger van het bestuursorgaan wordt voor het horen uitgenodigd en wordt in de gelegenheid gesteld een toelichting op het standpunt van het bestuursorgaan te geven.  $ Lid6 :  $  Het advies van de commissie wordt schriftelijk uitgebracht en bevat een verslag van het horen.  $ Lid7 :  $  Indien de beslissing op het bezwaar afwijkt van het advies van de commissie, wordt in de beslissing de reden voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.
gesteld; $ Lid1 :  $  Dit artikel is van toepassing indien ten behoeve van de beslissing op het bezwaar een adviescommissie is ingesteld:  $ Onderdeela :  $  die bestaat uit een voorzitter en ten minste twee leden,  $ Onderdeelb :  $  waarvan de voorzitter geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan en  $ Onderdeelc :  $  die voldoet aan eventueel bij wettelijk voorschrift gestelde andere eisen.  $ Lid2 :  $  Indien een commissie over het bezwaar zal adviseren, deelt het bestuursorgaan dit zo spoedig mogelijk mede aan de indiener van het bezwaarschrift.  $ Lid3 :  $  Het horen geschiedt door de commissie. De commissie kan het horen opdragen aan de voorzitter of een lid dat geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan.  $ Lid4 :  $  De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .artikel 7:4, zesde lid De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .  $ Lid5 :  $  Een vertegenwoordiger van het bestuursorgaan wordt voor het horen uitgenodigd en wordt in de gelegenheid gesteld een toelichting op het standpunt van het bestuursorgaan te geven.  $ Lid6 :  $  Het advies van de commissie wordt schriftelijk uitgebracht en bevat een verslag van het horen.  $ Lid7 :  $  Indien de beslissing op het bezwaar afwijkt van het advies van de commissie, wordt in de beslissing de reden voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.
geven; $ Lid1 :  $  Dit artikel is van toepassing indien ten behoeve van de beslissing op het bezwaar een adviescommissie is ingesteld:  $ Onderdeela :  $  die bestaat uit een voorzitter en ten minste twee leden,  $ Onderdeelb :  $  waarvan de voorzitter geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan en  $ Onderdeelc :  $  die voldoet aan eventueel bij wettelijk voorschrift gestelde andere eisen.  $ Lid2 :  $  Indien een commissie over het bezwaar zal adviseren, deelt het bestuursorgaan dit zo spoedig mogelijk mede aan de indiener van het bezwaarschrift.  $ Lid3 :  $  Het horen geschiedt door de commissie. De commissie kan het horen opdragen aan de voorzitter of een lid dat geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan.  $ Lid4 :  $  De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .artikel 7:4, zesde lid De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .  $ Lid5 :  $  Een vertegenwoordiger van het bestuursorgaan wordt voor het horen uitgenodigd en wordt in de gelegenheid gesteld een toelichting op het standpunt van het bestuursorgaan te geven.  $ Lid6 :  $  Het advies van de commissie wordt schriftelijk uitgebracht en bevat een verslag van het horen.  $ Lid7 :  $  Indien de beslissing op het bezwaar afwijkt van het advies van de commissie, wordt in de beslissing de reden voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.
afwijkt; $ Lid1 :  $  Dit artikel is van toepassing indien ten behoeve van de beslissing op het bezwaar een adviescommissie is ingesteld:  $ Onderdeela :  $  die bestaat uit een voorzitter en ten minste twee leden,  $ Onderdeelb :  $  waarvan de voorzitter geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan en  $ Onderdeelc :  $  die voldoet aan eventueel bij wettelijk voorschrift gestelde andere eisen.  $ Lid2 :  $  Indien een commissie over het bezwaar zal adviseren, deelt het bestuursorgaan dit zo spoedig mogelijk mede aan de indiener van het bezwaarschrift.  $ Lid3 :  $  Het horen geschiedt door de commissie. De commissie kan het horen opdragen aan de voorzitter of een lid dat geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan.  $ Lid4 :  $  De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .artikel 7:4, zesde lid De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .  $ Lid5 :  $  Een vertegenwoordiger van het bestuursorgaan wordt voor het horen uitgenodigd en wordt in de gelegenheid gesteld een toelichting op het standpunt van het bestuursorgaan te geven.  $ Lid6 :  $  Het advies van de commissie wordt schriftelijk uitgebracht en bevat een verslag van het horen.  $ Lid7 :  $  Indien de beslissing op het bezwaar afwijkt van het advies van de commissie, wordt in de beslissing de reden voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.
reden; $ Lid1 :  $  Dit artikel is van toepassing indien ten behoeve van de beslissing op het bezwaar een adviescommissie is ingesteld:  $ Onderdeela :  $  die bestaat uit een voorzitter en ten minste twee leden,  $ Onderdeelb :  $  waarvan de voorzitter geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan en  $ Onderdeelc :  $  die voldoet aan eventueel bij wettelijk voorschrift gestelde andere eisen.  $ Lid2 :  $  Indien een commissie over het bezwaar zal adviseren, deelt het bestuursorgaan dit zo spoedig mogelijk mede aan de indiener van het bezwaarschrift.  $ Lid3 :  $  Het horen geschiedt door de commissie. De commissie kan het horen opdragen aan de voorzitter of een lid dat geen deel uitmaakt van en niet werkzaam is onder verantwoordelijkheid van het bestuursorgaan.  $ Lid4 :  $  De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .artikel 7:4, zesde lid De commissie beslist over de toepassing van , van , en, voor zover bij wettelijk voorschrift niet anders is bepaald, van .  $ Lid5 :  $  Een vertegenwoordiger van het bestuursorgaan wordt voor het horen uitgenodigd en wordt in de gelegenheid gesteld een toelichting op het standpunt van het bestuursorgaan te geven.  $ Lid6 :  $  Het advies van de commissie wordt schriftelijk uitgebracht en bevat een verslag van het horen.  $ Lid7 :  $  Indien de beslissing op het bezwaar afwijkt van het advies van de commissie, wordt in de beslissing de reden voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.
gemaakt;Indien door een ander dan de aanvrager bezwaar is gemaakt tegen een besluit op aanvraag, wordt de aanvrager voor de toepassing van  gelijkgesteld met de indiener van het bezwaarschrift.paragraaf 4.1.3.2
maken; $ Lid1 :  $  Voor de behandeling van het bezwaar is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het bezwaar redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid.  $ Lid3 :  $  Het verzoek wordt gedaan voordat het bestuursorgaan op het bezwaar heeft beslist. Het bestuursorgaan beslist op het verzoek bij de beslissing op het bezwaar.  $ Lid4 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.  $ Lid5 :  $  Indien aan de belanghebbende in verband met het bezwaar een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand
stelt; $ Lid1 :  $  Voor de behandeling van het bezwaar is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het bezwaar redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid.  $ Lid3 :  $  Het verzoek wordt gedaan voordat het bestuursorgaan op het bezwaar heeft beslist. Het bestuursorgaan beslist op het verzoek bij de beslissing op het bezwaar.  $ Lid4 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.  $ Lid5 :  $  Indien aan de belanghebbende in verband met het bezwaar een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand
vastgesteld; $ Lid1 :  $  Voor de behandeling van het bezwaar is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het bezwaar redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid.  $ Lid3 :  $  Het verzoek wordt gedaan voordat het bestuursorgaan op het bezwaar heeft beslist. Het bestuursorgaan beslist op het verzoek bij de beslissing op het bezwaar.  $ Lid4 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.  $ Lid5 :  $  Indien aan de belanghebbende in verband met het bezwaar een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand
verleend; $ Lid1 :  $  Voor de behandeling van het bezwaar is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het bezwaar redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid.  $ Lid3 :  $  Het verzoek wordt gedaan voordat het bestuursorgaan op het bezwaar heeft beslist. Het bestuursorgaan beslist op het verzoek bij de beslissing op het bezwaar.  $ Lid4 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.  $ Lid5 :  $  Indien aan de belanghebbende in verband met het bezwaar een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand
stelt; $ Lid1 :  $  Voordat een beroepsorgaan op het beroep beslist, stelt het belanghebbenden in de gelegenheid te worden gehoord.  $ Lid2 :  $  Het beroepsorgaan stelt daarvan in ieder geval de indiener van het beroepschrift op de hoogte, alsmede het bestuursorgaan dat het besluit heeft genomen en de belanghebbenden die bij de voorbereiding van het besluit of bij de behandeling van het bezwaarschrift hun zienswijze naar voren hebben gebracht.
genomen; $ Lid1 :  $  Voordat een beroepsorgaan op het beroep beslist, stelt het belanghebbenden in de gelegenheid te worden gehoord.  $ Lid2 :  $  Het beroepsorgaan stelt daarvan in ieder geval de indiener van het beroepschrift op de hoogte, alsmede het bestuursorgaan dat het besluit heeft genomen en de belanghebbenden die bij de voorbereiding van het besluit of bij de behandeling van het bezwaarschrift hun zienswijze naar voren hebben gebracht.
verklaart;Van het horen van een belanghebbende kan worden afgezien indien:  $ Onderdeela :  $  het beroep kennelijk niet-ontvankelijk is,  $ Onderdeelb :  $  het beroep kennelijk ongegrond is,  $ Onderdeelc :  $  de belanghebbende heeft verklaard geen gebruik te willen maken van het recht te worden gehoord, of  $ Onderdeeld :  $  de belanghebbende niet binnen een door het bestuursorgaan gestelde redelijke termijn verklaart dat hij gebruik wil maken van het recht te worden gehoord.
maken;Van het horen van een belanghebbende kan worden afgezien indien:  $ Onderdeela :  $  het beroep kennelijk niet-ontvankelijk is,  $ Onderdeelb :  $  het beroep kennelijk ongegrond is,  $ Onderdeelc :  $  de belanghebbende heeft verklaard geen gebruik te willen maken van het recht te worden gehoord, of  $ Onderdeeld :  $  de belanghebbende niet binnen een door het bestuursorgaan gestelde redelijke termijn verklaart dat hij gebruik wil maken van het recht te worden gehoord.
verkrijgen; $ Lid1 :  $  Tot tien dagen voor het horen kunnen belanghebbenden nadere stukken indienen.  $ Lid2 :  $  Het beroepsorgaan legt het beroepschrift en alle verder op de zaak betrekking hebbende stukken voorafgaand aan het horen gedurende ten minste een week voor belanghebbenden ter inzage.  $ Lid3 :  $  Bij de oproeping voor het horen worden belanghebbenden gewezen op het eerste lid en wordt vermeld waar en wanneer de stukken ter inzage zullen liggen.  $ Lid4 :  $  Belanghebbenden kunnen van deze stukken tegen vergoeding van ten hoogste de kosten afschriften verkrijgen.  $ Lid5 :  $  Voor zover de belanghebbenden daarmee instemmen, kan toepassing van het tweede lid achterwege worden gelaten.  $ Lid6 :  $  Het beroepsorgaan kan, al dan niet op verzoek van een belanghebbende, toepassing van het tweede lid voorts achterwege laten, voor zover geheimhouding om gewichtige redenen is geboden. Van de toepassing van deze bepaling wordt mededeling gedaan.  $ Lid7 :  $  Gewichtige redenen zijn in ieder geval niet aanwezig, voor zover ingevolge de  de verplichting bestaat een verzoek om informatie, vervat in deze stukken, in te willigen.Wet openbaarheid van bestuur  $ Lid8 :  $  Indien een gewichtige reden is gelegen in de vrees voor schade aan de lichamelijke of geestelijke gezondheid van een belanghebbende, kan inzage van de desbetreffende stukken worden voorbehouden aan een gemachtigde die hetzij advocaat hetzij arts is.
gesteld; $ Lid1 :  $  Belanghebbenden worden in elkaars aanwezigheid gehoord.  $ Lid2 :  $  Ambtshalve of op verzoek kunnen belanghebbenden afzonderlijk worden gehoord, indien aannemelijk is dat gezamenlijk horen een zorgvuldige behandeling zal belemmeren of dat tijdens het horen feiten of omstandigheden bekend zullen worden waarvan geheimhouding om gewichtige redenen is geboden.  $ Lid3 :  $  Wanneer belanghebbenden afzonderlijk zijn gehoord, wordt ieder van hen op de hoogte gesteld van het verhandelde tijdens het horen buiten zijn aanwezigheid.  $ Lid4 :  $  Het beroepsorgaan kan, al dan niet op verzoek van een belanghebbende, toepassing van het derde lid achterwege laten, voor zover geheimhouding om gewichtige redenen is geboden. , is van overeenkomstige toepassing.Artikel 7:18, zesde lid, tweede volzin, zevende en achtste lid Het beroepsorgaan kan, al dan niet op verzoek van een belanghebbende, toepassing van het derde lid achterwege laten, voor zover geheimhouding om gewichtige redenen is geboden. , is van overeenkomstige toepassing.
gemaakt;Van het horen wordt een verslag gemaakt.
nemen;Wanneer na het horen aan het beroepsorgaan feiten of omstandigheden bekend worden die voor de op het beroep te nemen beslissing van aanmerkelijk belang kunnen zijn, wordt dit aan belanghebbenden meegedeeld en worden zij in de gelegenheid gesteld daarover te worden gehoord.
gesteld;Wanneer na het horen aan het beroepsorgaan feiten of omstandigheden bekend worden die voor de op het beroep te nemen beslissing van aanmerkelijk belang kunnen zijn, wordt dit aan belanghebbenden meegedeeld en worden zij in de gelegenheid gesteld daarover te worden gehoord.
ingesteld; $ Lid1 :  $  Het beroepsorgaan beslist binnen zestien weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het beroepschrift is verstreken.  $ Lid2 :  $  Indien het beroepsorgaan evenwel behoort tot dezelfde rechtspersoon als het bestuursorgaan tegen welks besluit het beroep is gericht, beslist het binnen zes weken of  indien een commissie als bedoeld in , is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het beroepschrift is verstreken.artikel 7:19, tweede lid Indien het beroepsorgaan evenwel behoort tot dezelfde rechtspersoon als het bestuursorgaan tegen welks besluit het beroep is gericht, beslist het binnen zes weken of  indien een commissie als bedoeld in , is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het beroepschrift is verstreken.  $ Lid3 :  $  De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.artikel 6:6 De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.  $ Lid4 :  $  Het beroepsorgaan kan de beslissing voor ten hoogste tien weken verdagen.  $ Lid5 :  $  In het geval, bedoeld in het tweede lid, kan het beroepsorgaan de beslissing echter voor ten hoogste zes weken verdagen.  $ Lid6 :  $  Verder uitstel is mogelijk voor zover:  $ Onderdeela :  $  alle belanghebbenden daarmee instemmen,  $ Onderdeelb :  $  de indiener van het beroepschrift daarmee instemt en andere belanghebbenden daardoor niet in hun belangen kunnen worden geschaad, of  $ Onderdeelc :  $  dit nodig is in verband met de naleving van wettelijke procedurevoorschriften.  $ Lid7 :  $  Indien toepassing is gegeven aan het derde, vierde, vijfde of zesde lid, doet het beroepsorgaan hiervan schriftelijk mededeling aan belanghebbenden.
gegeven; $ Lid1 :  $  Het beroepsorgaan beslist binnen zestien weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het beroepschrift is verstreken.  $ Lid2 :  $  Indien het beroepsorgaan evenwel behoort tot dezelfde rechtspersoon als het bestuursorgaan tegen welks besluit het beroep is gericht, beslist het binnen zes weken of  indien een commissie als bedoeld in , is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het beroepschrift is verstreken.artikel 7:19, tweede lid Indien het beroepsorgaan evenwel behoort tot dezelfde rechtspersoon als het bestuursorgaan tegen welks besluit het beroep is gericht, beslist het binnen zes weken of  indien een commissie als bedoeld in , is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het beroepschrift is verstreken.  $ Lid3 :  $  De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.artikel 6:6 De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.  $ Lid4 :  $  Het beroepsorgaan kan de beslissing voor ten hoogste tien weken verdagen.  $ Lid5 :  $  In het geval, bedoeld in het tweede lid, kan het beroepsorgaan de beslissing echter voor ten hoogste zes weken verdagen.  $ Lid6 :  $  Verder uitstel is mogelijk voor zover:  $ Onderdeela :  $  alle belanghebbenden daarmee instemmen,  $ Onderdeelb :  $  de indiener van het beroepschrift daarmee instemt en andere belanghebbenden daardoor niet in hun belangen kunnen worden geschaad, of  $ Onderdeelc :  $  dit nodig is in verband met de naleving van wettelijke procedurevoorschriften.  $ Lid7 :  $  Indien toepassing is gegeven aan het derde, vierde, vijfde of zesde lid, doet het beroepsorgaan hiervan schriftelijk mededeling aan belanghebbenden.
neemt;Voor zover het beroepsorgaan het beroep ontvankelijk en gegrond acht, vernietigt het het bestreden besluit en neemt het voor zover nodig in de plaats daarvan een nieuw besluit.
afwijkt; $ Lid1 :  $  De beslissing op het beroep dient te berusten op een deugdelijke motivering, die bij de bekendmaking van de beslissing wordt vermeld. Daarbij wordt, indien ingevolge  van het horen is afgezien, tevens aangegeven op welke grond dat is geschied.artikel 7:17 De beslissing op het beroep dient te berusten op een deugdelijke motivering, die bij de bekendmaking van de beslissing wordt vermeld. Daarbij wordt, indien ingevolge  van het horen is afgezien, tevens aangegeven op welke grond dat is geschied.  $ Lid2 :  $  Indien de beslissing afwijkt van het advies van een commissie als bedoeld in , worden in de beslissing de redenen voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.artikel 7:19, tweede lid Indien de beslissing afwijkt van het advies van een commissie als bedoeld in , worden in de beslissing de redenen voor die afwijking vermeld en wordt het advies met de beslissing meegezonden.  $ Lid3 :  $  De beslissing wordt bekendgemaakt door toezending of uitreiking aan degenen tot wie zij is gericht. Betreft het een besluit dat niet tot een of meer belanghebbenden was gericht, dan wordt de beslissing bekendgemaakt op dezelfde wijze als waarop dat besluit bekendgemaakt is.  $ Lid4 :  $  Zo spoedig mogelijk na de bekendmaking van de beslissing wordt hiervan mededeling gedaan aan het bestuursorgaan tegen welks besluit het beroep was gericht, aan degenen tot wie het bestreden besluit was gericht en aan de belanghebbenden die in beroep hun zienswijze naar voren hebben gebracht.  $ Lid5 :  $  Bij de mededeling, bedoeld in het vierde lid, is  van overeenkomstige toepassing en wordt met het oog op de aanvang van de beroepstermijn zo duidelijk mogelijk aangegeven wanneer de bekendmaking van de beslissing overeenkomstig het derde lid heeft plaatsgevonden.artikel 6:23 Bij de mededeling, bedoeld in het vierde lid, is  van overeenkomstige toepassing en wordt met het oog op de aanvang van de beroepstermijn zo duidelijk mogelijk aangegeven wanneer de bekendmaking van de beslissing overeenkomstig het derde lid heeft plaatsgevonden.
ingesteld;Indien het beroep tegen een besluit op aanvraag is ingesteld door een ander dan de aanvrager, wordt de aanvrager voor de toepassing van  gelijkgesteld met degene die het beroep heeft ingesteld.paragraaf 4.1.3.2
maken; $ Lid1 :  $  Voor de behandeling van het beroep is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het beroep redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid. In dat geval stelt het beroepsorgaan de vergoeding vast die het bestuursorgaan verschuldigd is.  $ Lid3 :  $  Indien aan de belanghebbende in verband met het beroep een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand  $ Lid4 :  $  Het verzoek wordt gedaan voordat het beroepsorgaan op het beroep heeft beslist. Het beroepsorgaan beslist op het verzoek bij de beslissing op het beroep.  $ Lid5 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.
gesteld; $ Lid1 :  $  Voor de behandeling van het beroep is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het beroep redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid. In dat geval stelt het beroepsorgaan de vergoeding vast die het bestuursorgaan verschuldigd is.  $ Lid3 :  $  Indien aan de belanghebbende in verband met het beroep een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand  $ Lid4 :  $  Het verzoek wordt gedaan voordat het beroepsorgaan op het beroep heeft beslist. Het beroepsorgaan beslist op het verzoek bij de beslissing op het beroep.  $ Lid5 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.
verleend; $ Lid1 :  $  Voor de behandeling van het beroep is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het beroep redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid. In dat geval stelt het beroepsorgaan de vergoeding vast die het bestuursorgaan verschuldigd is.  $ Lid3 :  $  Indien aan de belanghebbende in verband met het beroep een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand  $ Lid4 :  $  Het verzoek wordt gedaan voordat het beroepsorgaan op het beroep heeft beslist. Het beroepsorgaan beslist op het verzoek bij de beslissing op het beroep.  $ Lid5 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.
vastgesteld; $ Lid1 :  $  Voor de behandeling van het beroep is geen recht verschuldigd.  $ Lid2 :  $  De kosten, die de belanghebbende in verband met de behandeling van het beroep redelijkerwijs heeft moeten maken, worden door het bestuursorgaan uitsluitend vergoed op verzoek van de belanghebbende voorzover het bestreden besluit wordt herroepen wegens aan het bestuursorgaan te wijten onrechtmatigheid. In dat geval stelt het beroepsorgaan de vergoeding vast die het bestuursorgaan verschuldigd is.  $ Lid3 :  $  Indien aan de belanghebbende in verband met het beroep een toevoeging is verleend op grond van de , betaalt het bestuursorgaan de toe te kennen vergoeding aan de rechtsbijstandverlener. De rechtsbijstandverlener stelt de belanghebbende zoveel mogelijk schadeloos voor de door deze voldane eigen bijdrage. De rechtsbijstandverlener doet aan de Raad voor rechtsbijstand opgave van een kostenvergoeding door het bestuursorgaan.Wet op de rechtsbijstand  $ Lid4 :  $  Het verzoek wordt gedaan voordat het beroepsorgaan op het beroep heeft beslist. Het beroepsorgaan beslist op het verzoek bij de beslissing op het beroep.  $ Lid5 :  $  Bij algemene maatregel van bestuur worden nadere regels gesteld over de kosten waarop de vergoeding uitsluitend betrekking kan hebben en over de wijze waarop het bedrag van de kosten wordt vastgesteld.
