,Unnamed: 0,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
30,30,Hoofdstuk1,Artikel1.1,Onderdeel_23,,,,"een rechtspersoon die een bij of krachtens een wet geregelde taak uitvoert en die daartoe geheel of gedeeltelijk wordt bekostigd uit de opbrengst van een bij of krachtens een wet ingestelde heffing, met uitzondering van de gemeenten, provincies, waterschappen, de openbare lichamen Bonaire, Sint Eustatius en Saba, openbare lichamen voor beroep en bedrijf en openbare lichamen en gemeenschappelijke organen ingesteld krachtens de  uitgezonderd de openbare lichamen en gemeenschappelijke organen waaraan vanwege het Rijk wordt deelgenomen;Wet gemeenschappelijke regelingenrechtspersoon met een wettelijke taak:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('rechtspersoon', 'NN'), ('die', 'PRP')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('een', 'DT'), ('wet', 'NN')], ['NP', ('geregelde', 'JJ'), ('taak', 'NN'), ('uitvoert', 'NN')], ['NP', ('die', 'PRP')], ['ADJP', ('daartoe', 'RB'), ('geheel', 'JJ'), ('of', 'CC'), ('gedeeltelijk', 'JJ')], ['VP', ('wordt', 'MD'), ('bekostigd', 'VBN')], ['PP', ('uit', 'IN')], ['NP', ('de', 'DT'), ('opbrengst', 'NN')], ['PP', ('van', 'IN')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['ADJP', ('wet', 'JJ')], ['VP', ('ingestelde', 'VBN')], ['NP', ('heffing', 'NN')], ['PP', ('met', 'IN')], ['NP', ('uitzondering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('gemeenten', 'NNS')], ['NP', ('provincies', 'NNS')], ['NP', ('waterschappen', 'NNS')], ['NP', ('de', 'DT'), ('openbare', 'JJ'), ('lichamen', 'NNS'), ('Bonaire', 'NNP')], ['NP', ('Sint', 'NNP'), ('Eustatius', 'NNP'), ('en', 'CC'), ('Saba', 'NNP')], ['NP', ('openbare', 'JJ'), ('lichamen', 'NNS')], ['PP', ('voor', 'IN')], ['NP', ('beroep', 'NN'), ('en', 'CC'), ('bedrijf', 'NN')], ['NP', ('openbare', 'JJ'), ('lichamen', 'NNS')], ['NP', ('gemeenschappelijke', 'JJ'), ('organen', 'NNS')], ['VP', ('ingesteld', 'VBN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('uitgezonderd', 'CC'), ('de', 'DT'), ('openbare', 'JJ'), ('lichamen', 'NNS')], ['NP', ('gemeenschappelijke', 'JJ'), ('organen', 'NNS')], ['ADVP', ('waaraan', 'RB')], ['PP', ('vanwege', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NNP')], ['VP', ('wordt', 'MD'), ('deelgenomen;Wet', 'VBN')], ['NP', ('gemeenschappelijke', 'JJ'), ('regelingenrechtspersoon', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')]]","{'bekostigden': 'bekostigd', 'ingestelen': 'ingestelde', 'instellen': 'ingesteld', 'deelgenomen;wetten': 'deelgenomen;Wet'}"
31,31,Hoofdstuk1,Artikel1.1,Onderdeel_24,,,,het overzicht van de saldi van de financile activa en passiva zoals deze op een bepaalde datum uit de financile administratie blijken;saldibalans:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('overzicht', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('saldi', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('financile', 'JJ'), ('activa', 'NNS')], ['NP', ('passiva', 'NN')], ['NP', ('deze', 'PRP')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('bepaalde', 'PRP'), ('datum', 'NN')], ['PP', ('uit', 'IN')], ['NP', ('de', 'DT'), ('financile', 'JJ'), ('administratie', 'NN'), ('blijken;saldibalans', 'NNS')]]",{}
32,32,Hoofdstuk1,Artikel1.1,Onderdeel_25,,,,de departementale kassen en de centrale kassen van het Rijk tezamen;schatkist van het Rijk:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('departementale', 'JJ'), ('kassen', 'NNS')], ['NP', ('de', 'DT'), ('centrale', 'JJ'), ('kassen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NNP'), ('tezamen;schatkist', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NNP')]]",{}
33,33,Hoofdstuk1,Artikel1.1,Onderdeel_26,,,,het aanhouden van liquide middelen op een bankrekening van de schatkist van het Rijk;schatkistbankieren:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['VP', ('aanhouden', 'VB')], ['PP', ('van', 'IN')], ['NP', ('liquide', 'JJ'), ('middelen', 'NNS')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('bankrekening', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('schatkist', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk;schatkistbankieren', 'NN')]]",{'aanhouden': 'aanhouden'}
34,34,Hoofdstuk1,Artikel1.1,Onderdeel_27,,,,"het verschil op het niveau van een begrotingsartikel dat na afloop van een begrotingsjaar wordt vastgesteld tussen de realisatie van de uitgaven, onderscheidenlijk de ontvangsten, en de raming van de uitgaven, onderscheidenlijk de ontvangsten, in de wet tot vaststelling van de begrotingsstaten, bedoeld in , en de wijzigingen die daarin zijn aangebracht door middel van de wetten tot wijziging van de begrotingsstaten, bedoeld in ;artikel 2.23slotverschil:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('verschil', 'NN')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('niveau', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsartikel', 'NN'), ('dat', 'PRP')], ['PP', ('na', 'IN')], ['NP', ('afloop', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsjaar', 'NN')], ['VP', ('wordt', 'MD'), ('vastgesteld', 'VBN')], ['PP', ('tussen', 'IN')], ['NP', ('de', 'DT'), ('realisatie', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')], ['ADJP', ('onderscheidenlijk', 'JJ')], ['NP', ('de', 'DT'), ('ontvangsten', 'NNS')], ['NP', ('de', 'DT'), ('raming', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')], ['ADJP', ('onderscheidenlijk', 'JJ')], ['NP', ('de', 'DT'), ('ontvangsten', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('de', 'DT'), ('wijzigingen', 'NNS'), ('die', 'PRP')], ['ADVP', ('daarin', 'RB')], ['NP', ('zijn', 'PRP')], ['VP', ('aangebracht', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('middel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('wetten', 'NNS')], ['PP', ('tot', 'IN')], ['NP', ('wijziging', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')]]","{'vaststellen': 'vastgesteld', 'bedoelen': 'bedoeld', 'aanbrengen': 'aangebracht'}"
35,35,Hoofdstuk1,Artikel1.1,Onderdeel_28,,,,het financieel-administratieve stelsel van rekeningen waarin als uitgaven en ontvangsten in een jaar worden opgenomen de geldswaarden van de economische transacties die in dat jaar ontstaan;transactiestelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('financieel-administratieve', 'JJ'), ('stelsel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('rekeningen', 'NNS')], ['ADVP', ('waarin', 'RB')], ['NP', ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('een', 'DT'), ('jaar', 'NN')], ['VP', ('worden', 'MD'), ('opgenomen', 'VBN')], ['VP', ('geldswaarden', 'VBN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('economische', 'JJ'), ('transacties', 'NNS'), ('die', 'PRP')], ['NP', ('dat', 'PRP'), ('jaar', 'NN'), ('ontstaan;transactiestelsel', 'NN')]]","{'opnemen': 'opgenomen', 'geldswaren': 'geldswaarden'}"
36,36,Hoofdstuk1,Artikel1.1,Onderdeel_29,,,,"een dienstonderdeel van een ministerie, dat op grond van , als verplichtingen-kasagentschap is aangewezen;artikel 2.20, eerste lidverplichtingen-kasagentschap:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('dienstonderdeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('ministerie', 'NN')], ['NP', ('dat', 'PRP')], ['PP', ('op', 'IN')], ['NP', ('grond', 'NN')], ['NP', ('als', 'PRP'), ('verplichtingen-kasagentschap', 'NN')], ['VP', ('is', 'MD'), ('aangewezen;artikel', 'VBN')], ['NP', ('eerste', 'CD'), ('lidverplichtingen-kasagentschap', 'NN')]]",{'aangewezen;artikelen': 'aangewezen;artikel'}
37,37,Hoofdstuk1,Artikel1.1,Onderdeel_30,,,,de combinatie van het verplichtingenstelsel en het kasstelsel waarin de kasuitgaven en de financile verplichtingen gentegreerd worden geadministreerd;verplichtingen-kasstelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('combinatie', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('verplichtingenstelsel', 'NN')], ['NP', ('het', 'PRP'), ('kasstelsel', 'NN')], ['ADVP', ('waarin', 'RB')], ['NP', ('de', 'DT'), ('kasuitgaven', 'NNS')], ['NP', ('de', 'DT'), ('financile', 'JJ'), ('verplichtingen', 'NNS')], ['VP', ('gentegreerd', 'VBN'), ('worden', 'MD'), ('geadministreerd;verplichtingen-kasstelsel', 'VBN')]]","{'ntegreren': 'gentegreerd', 'geadministreerd;verplichtingen-kasstelselen': 'geadministreerd;verplichtingen-kasstelsel'}"
38,38,Hoofdstuk1,Artikel1.1,Onderdeel_31,,,,het financieel-administratieve stelsel van rekeningen waarin als uitgaven en ontvangsten in een jaar worden opgenomen de geldswaarden van de in dat jaar aangegane of ontstane financile verplichtingen die tot kasuitgaven leiden of kunnen leiden.verplichtingenstelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('financieel-administratieve', 'JJ'), ('stelsel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('rekeningen', 'NNS')], ['ADVP', ('waarin', 'RB')], ['NP', ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('een', 'DT'), ('jaar', 'NN')], ['VP', ('worden', 'MD'), ('opgenomen', 'VBN')], ['VP', ('geldswaarden', 'VBN')], ['PP', ('van', 'IN')], ['NP', ('dat', 'PRP')], ['ADJP', ('jaar', 'JJ')], ['VP', ('aangegane', 'VBN')], ['VP', ('ontstane', 'VBN')], ['NP', ('financile', 'JJ'), ('verplichtingen', 'NNS'), ('die', 'PRP')], ['PP', ('tot', 'IN')], ['NP', ('kasuitgaven', 'NNS')], ['VP', ('leiden', 'VB')], ['VP', ('kunnen', 'MD')], ['NP', ('leiden.verplichtingenstelsel', 'NNP')]]","{'opnemen': 'opgenomen', 'geldswaren': 'geldswaarden', 'aangeganeen': 'aangegane', 'ontstaneen': 'ontstane', 'leiden': 'leiden'}"
39,39,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid1,,,Tot de rijksbegroting behoren de departementale en de niet-departementale begrotingen van de ministeries en de colleges.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=1&z=2020-01-01&g=2020-01-01,"[['PP', ('Tot', 'IN')], ['NP', ('de', 'DT'), ('rijksbegroting', 'NN')], ['VP', ('behoren', 'MD')], ['ADJP', ('departementale', 'JJ')], ['NP', ('de', 'DT'), ('niet-departementale', 'JJ'), ('begrotingen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('ministeries', 'NNS')], ['NP', ('de', 'DT'), ('colleges', 'NNS')]]",{}
40,40,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid2,,,"Onze Ministers, ieder met betrekking tot het beleid waarvoor hij verantwoordelijk is, stellen voor de aanvang van een begrotingsjaar een begroting op.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Ministers', 'NNP')], ['NP', ('ieder', 'PRP')], ['PP', ('met', 'IN')], ['NP', ('betrekking', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('het', 'DT'), ('beleid', 'NN')], ['ADVP', ('waarvoor', 'RB')], ['NP', ('hij', 'PRP'), ('verantwoordelijk', 'NN')], ['VP', ('is', 'MD')], ['VP', ('stellen', 'VBP')], ['PP', ('voor', 'IN')], ['NP', ('de', 'DT'), ('aanvang', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsjaar', 'NN')], ['NP', ('een', 'DT'), ('begroting', 'NN')]]",{'stellen': 'stellen'}
41,41,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid3,,,Voor elk ministerie is er n departementale begroting en kunnen er n of meer niet-departementale begrotingen zijn.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=3&z=2020-01-01&g=2020-01-01,"[['PP', ('Voor', 'IN')], ['NP', ('elk', 'PRP'), ('ministerie', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('er', 'RB')], ['NP', ('n', 'NN')], ['NP', ('departementale', 'JJ'), ('begroting', 'NN')], ['VP', ('kunnen', 'MD')], ['ADVP', ('er', 'RB')], ['NP', ('n', 'NN')], ['NP', ('meer', 'CD'), ('niet-departementale', 'JJ'), ('begrotingen', 'NNS')], ['VP', ('zijn', 'MD')]]",{}
42,42,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid4,,,Voor elk college is er een niet-departementale begroting.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=4&z=2020-01-01&g=2020-01-01,"[['PP', ('Voor', 'IN')], ['NP', ('elk', 'PRP'), ('college', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('er', 'RB')], ['NP', ('een', 'DT'), ('niet-departementale', 'JJ'), ('begroting', 'NN')]]",{}
43,43,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,,,Als niet-departementale begroting worden voorts uitsluitend aangemerkt:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&z=2020-01-01&g=2020-01-01,"[['NP', ('niet-departementale', 'JJ'), ('begroting', 'NN')], ['VP', ('worden', 'MD'), ('voorts', 'RB'), ('uitsluitend', 'RB'), ('aangemerkt', 'VBN')]]",{'aanmerken': 'aangemerkt'}
44,44,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeela,,"de begroting van de Koning, bedoeld in , en de begroting van Nationale Schuld, bedoeld in ;artikel 2.9",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NNP')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('de', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Nationale', 'NNP'), ('Schuld', 'NNP')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')]]",{'bedoelen': 'bedoeld'}
45,45,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeelb,,"de begroting van koninkrijksrelaties, tenzij de uitgaven en ontvangsten die samenhangen met koninkrijksrelaties worden opgenomen in de betrokken departementale begroting;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('koninkrijksrelaties', 'NNS')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS'), ('die', 'PRP'), ('samenhangen', 'NNS')], ['PP', ('met', 'IN')], ['NP', ('koninkrijksrelaties', 'NNS')], ['VP', ('worden', 'MD'), ('opgenomen', 'VBN')], ['PP', ('in', 'IN')], ['VP', ('betrokken', 'VBN')], ['NP', ('departementale', 'JJ'), ('begroting', 'NN')]]","{'opnemen': 'opgenomen', 'betrekken': 'betrokken'}"
46,46,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeelc,,"de begrotingen van de begrotingsfondsen, bedoeld in ;artikel 2.11, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('begrotingen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsfondsen', 'NNS')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')]]",{'bedoelen': 'bedoeld'}
47,47,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeeld,,"de programmabegrotingen, bedoeld in .artikel 2.12, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=d&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('programmabegrotingen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')]]",{'bedoelen': 'bedoeld'}
48,48,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid6,,,"Een departementale begroting bevat de weergave van het beleid en de bedrijfsvoering van het ministerie, met uitzondering van de beleidsaangelegenheden die worden opgenomen in een begroting als bedoeld in het vijfde lid.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=6&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('departementale', 'JJ'), ('begroting', 'NN')], ['VP', ('bevat', 'VBZ')], ['NP', ('de', 'DT'), ('weergave', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('beleid', 'NN')], ['NP', ('de', 'DT'), ('bedrijfsvoering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('ministerie', 'NN')], ['PP', ('met', 'IN')], ['NP', ('uitzondering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('beleidsaangelegenheden', 'NNS'), ('die', 'PRP')], ['VP', ('worden', 'MD'), ('opgenomen', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('een', 'DT'), ('begroting', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('vijfde', 'CD'), ('lid', 'NN')]]","{'bevatten': 'bevat', 'opnemen': 'opgenomen', 'bedoelen': 'bedoeld'}"
49,49,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid7,,,De niet-departementale begroting van een college bevat de weergave van de taken en van de bedrijfsvoering van het college.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=7&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('niet-departementale', 'JJ'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('college', 'NN')], ['VP', ('bevat', 'VBZ')], ['NP', ('de', 'DT'), ('weergave', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('taken', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('bedrijfsvoering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('college', 'NN')]]",{'bevatten': 'bevat'}
50,50,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid8,,,"Een programmabegroting, onderscheidenlijk een begroting van een begrotingsfonds, bevat de weergave van het afgezonderde beheer, bedoeld in , respectievelijk . Een programmabegroting, onderscheidenlijk een begroting van een begrotingsfonds, bevat geen weergave van de bedrijfsvoering die met dat afgezonderde beheer samenhangt.artikel 2.12, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=8&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('programmabegroting', 'NN')], ['ADJP', ('onderscheidenlijk', 'JJ')], ['NP', ('een', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsfonds', 'NN')], ['VP', ('bevat', 'VBZ')], ['NP', ('de', 'DT'), ('weergave', 'NN')], ['PP', ('van', 'IN')], ['VP', ('afgezonderde', 'VBN')], ['NP', ('beheer', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['ADJP', ('respectievelijk', 'JJ')], ['NP', ('Een', 'DT'), ('programmabegroting', 'NN')], ['ADJP', ('onderscheidenlijk', 'JJ')], ['NP', ('een', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsfonds', 'NN')], ['VP', ('bevat', 'VBZ')], ['NP', ('geen', 'PRP'), ('weergave', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('bedrijfsvoering', 'NN'), ('die', 'PRP')], ['VP', ('afgezonderde', 'VBN')], ['NP', ('beheer', 'NN'), ('samenhangt.artikel', 'NNP')], ['NP', ('eerste', 'CD'), ('lid', 'NN')]]","{'bevatten': 'bevat', 'afgezonderen': 'afgezonderde', 'bedoelen': 'bedoeld'}"
51,51,Hoofdstuk2,Paragraaf2,Artikel2.2,,,,Een begroting bestaat uit een begrotingsstaat en een daarbij behorende toelichting.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.2&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('begroting', 'NN')], ['VP', ('bestaat', 'VBZ')], ['PP', ('uit', 'IN')], ['NP', ('een', 'DT'), ('begrotingsstaat', 'NN')], ['VP', ('daarbij', 'RB'), ('behorende', 'VBG')], ['NP', ('toelichting', 'NN')]]","{'bestaan': 'bestaat', 'behorennen': 'behorende'}"
52,52,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid1,,,Een begrotingsstaat wordt afzonderlijk bij wet vastgesteld.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('begrotingsstaat', 'NN')], ['VP', ('wordt', 'MD')], ['ADJP', ('afzonderlijk', 'JJ')], ['PP', ('bij', 'IN')], ['NP', ('wet', 'NN')], ['VP', ('vastgesteld', 'VBN')]]",{'vaststellen': 'vastgesteld'}
53,53,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid2,,,"In afwijking van het eerste lid kunnen twee of meer begrotingsstaten waarvoor Onze Minister die het aangaat verantwoordelijk is, in n wet worden vastgesteld.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=2&z=2020-01-01&g=2020-01-01,"[['PP', ('In', 'IN')], ['NP', ('afwijking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('kunnen', 'MD')], ['NP', ('twee', 'CD'), ('of', 'CC'), ('meer', 'CD'), ('begrotingsstaten', 'NNS')], ['ADVP', ('waarvoor', 'RB')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('verantwoordelijk', 'NN')], ['VP', ('is', 'MD')], ['PP', ('in', 'IN')], ['NP', ('n', 'NN'), ('wet', 'NN')], ['VP', ('worden', 'MD'), ('vastgesteld', 'VBN')]]","{'aangaan': 'aangaat', 'vaststellen': 'vastgesteld'}"
54,54,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid3,,,Autorisatie van een begrotingsstaat vindt plaats op het niveau van een begrotingsartikel.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('Autorisatie', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsstaat', 'NN')], ['VP', ('vindt', 'VBZ')], ['NP', ('plaats', 'NN')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('niveau', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsartikel', 'NN')]]",{'vinden': 'vindt'}
55,55,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid4,,,Het geautoriseerde bedrag voor de uitgaven geldt als maximum.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=4&z=2020-01-01&g=2020-01-01,"[['VP', ('geautoriseerde', 'VBN')], ['NP', ('bedrag', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')], ['VP', ('geldt', 'VBZ')], ['NP', ('als', 'PRP'), ('maximum', 'NN')]]","{'geautoriseren': 'geautoriseerde', 'gelden': 'geldt'}"
